,Itemset Number,Itemset,Support
1037,3,"('Case', 'Monitor', 'Power Supply')",12
1038,3,"('Case', 'Monitor', 'RAM')",16
1039,3,"('Case', 'Monitor', 'RGB Lighting')",16
1040,3,"('Case', 'Monitor', 'SSD')",17
1041,3,"('Case', 'Monitor', 'Sound Card')",23
1042,3,"('Case', 'Monitor', 'Speakers')",17
1043,3,"('Case', 'Monitor', 'Surge Protector')",14
1044,3,"('Case', 'Monitor', 'Thermal Paste')",19
1045,3,"('Case', 'Monitor', 'UPS')",18
1046,3,"('Case', 'Monitor', 'USB Hub')",19
1047,3,"('Case', 'Monitor', 'Webcam')",15
1048,3,"('Case', 'Motherboard', 'Mouse')",15
1049,3,"('Case', 'Motherboard', 'Network Card')",11
1050,3,"('Case', 'Motherboard', 'Power Supply')",11
1051,3,"('Case', 'Motherboard', 'RAM')",16
1052,3,"('Case', 'Motherboard', 'SSD')",20
1053,3,"('Case', 'Motherboard', 'Speakers')",14
1054,3,"('Case', 'Motherboard', 'Surge Protector')",17
1055,3,"('Case', 'Motherboard', 'Thermal Paste')",17
1056,3,"('Case', 'Motherboard', 'UPS')",16
1057,3,"('Case', 'Motherboard', 'USB Hub')",14
1058,3,"('Case', 'Motherboard', 'Webcam')",19
1059,3,"('Case', 'Mouse', 'Network Card')",17
1060,3,"('Case', 'Mouse', 'Optical Drive')",11
1061,3,"('Case', 'Mouse', 'Power Supply')",18
1062,3,"('Case', 'Mouse', 'RAM')",15
1063,3,"('Case', 'Mouse', 'RGB Lighting')",18
1064,3,"('Case', 'Mouse', 'SSD')",22
1065,3,"('Case', 'Mouse', 'Sound Card')",20
1066,3,"('Case', 'Mouse', 'Speakers')",14
1067,3,"('Case', 'Mouse', 'Surge Protector')",22
1068,3,"('Case', 'Mouse', 'Thermal Paste')",17
1069,3,"('Case', 'Mouse', 'UPS')",17
1070,3,"('Case', 'Mouse', 'USB Hub')",15
1071,3,"('Case', 'Mouse', 'Webcam')",19
1072,3,"('Case', 'Network Card', 'Optical Drive')",10
1073,3,"('Case', 'Network Card', 'Power Supply')",13
1074,3,"('Case', 'Network Card', 'RAM')",15
1075,3,"('Case', 'Network Card', 'RGB Lighting')",11
1076,3,"('Case', 'Network Card', 'SSD')",15
1077,3,"('Case', 'Network Card', 'Sound Card')",17
1078,3,"('Case', 'Network Card', 'Surge Protector')",12
1079,3,"('Case', 'Network Card', 'Thermal Paste')",10
1080,3,"('Case', 'Network Card', 'UPS')",16
1081,3,"('Case', 'Network Card', 'USB Hub')",14
1082,3,"('Case', 'Network Card', 'Webcam')",12
1083,3,"('Case', 'Optical Drive', 'Power Supply')",13
1084,3,"('Case', 'Optical Drive', 'RAM')",10
1085,3,"('Case', 'Optical Drive', 'RGB Lighting')",15
1086,3,"('Case', 'Optical Drive', 'SSD')",19
1087,3,"('Case', 'Optical Drive', 'Sound Card')",12
1088,3,"('Case', 'Optical Drive', 'Speakers')",14
1089,3,"('Case', 'Optical Drive', 'Surge Protector')",10
1090,3,"('Case', 'Optical Drive', 'Thermal Paste')",18
1091,3,"('Case', 'Optical Drive', 'UPS')",10
1092,3,"('Case', 'Optical Drive', 'USB Hub')",16
1093,3,"('Case', 'Optical Drive', 'Webcam')",14
1094,3,"('Case', 'Power Supply', 'RGB Lighting')",16
1095,3,"('Case', 'Power Supply', 'SSD')",10
1096,3,"('Case', 'Power Supply', 'Sound Card')",15
1097,3,"('Case', 'Power Supply', 'Speakers')",12
1098,3,"('Case', 'Power Supply', 'Surge Protector')",17
1099,3,"('Case', 'Power Supply', 'Thermal Paste')",15
1100,3,"('Case', 'Power Supply', 'UPS')",20
1101,3,"('Case', 'Power Supply', 'USB Hub')",15
1102,3,"('Case', 'Power Supply', 'Webcam')",15
1103,3,"('Case', 'RAM', 'RGB Lighting')",13
1104,3,"('Case', 'RAM', 'SSD')",19
1105,3,"('Case', 'RAM', 'Sound Card')",11
1106,3,"('Case', 'RAM', 'Speakers')",13
1107,3,"('Case', 'RAM', 'Surge Protector')",19
1108,3,"('Case', 'RAM', 'Thermal Paste')",18
1109,3,"('Case', 'RAM', 'UPS')",14
1110,3,"('Case', 'RAM', 'USB Hub')",20
1111,3,"('Case', 'RAM', 'Webcam')",15
1112,3,"('Case', 'RGB Lighting', 'SSD')",19
1113,3,"('Case', 'RGB Lighting', 'Sound Card')",14
1114,3,"('Case', 'RGB Lighting', 'Speakers')",14
1115,3,"('Case', 'RGB Lighting', 'Surge Protector')",17
1116,3,"('Case', 'RGB Lighting', 'Thermal Paste')",15
1117,3,"('Case', 'RGB Lighting', 'UPS')",13
1118,3,"('Case', 'RGB Lighting', 'USB Hub')",15
1119,3,"('Case', 'RGB Lighting', 'Webcam')",11
1120,3,"('Case', 'SSD', 'Sound Card')",14
1121,3,"('Case', 'SSD', 'Speakers')",19
1122,3,"('Case', 'SSD', 'Surge Protector')",18
1123,3,"('Case', 'SSD', 'Thermal Paste')",19
1124,3,"('Case', 'SSD', 'UPS')",19
1125,3,"('Case', 'SSD', 'USB Hub')",22
1126,3,"('Case', 'SSD', 'Webcam')",18
1127,3,"('Case', 'Sound Card', 'Speakers')",14
1128,3,"('Case', 'Sound Card', 'Surge Protector')",11
1129,3,"('Case', 'Sound Card', 'Thermal Paste')",18
1130,3,"('Case', 'Sound Card', 'UPS')",16
1131,3,"('Case', 'Sound Card', 'USB Hub')",15
1132,3,"('Case', 'Sound Card', 'Webcam')",16
1133,3,"('Case', 'Speakers', 'Surge Protector')",11
1134,3,"('Case', 'Speakers', 'Thermal Paste')",15
1135,3,"('Case', 'Speakers', 'UPS')",16
1136,3,"('Case', 'Speakers', 'USB Hub')",20
1137,3,"('Case', 'Speakers', 'Webcam')",22
1138,3,"('Case', 'Surge Protector', 'Thermal Paste')",14
1139,3,"('Case', 'Surge Protector', 'UPS')",23
1140,3,"('Case', 'Surge Protector', 'USB Hub')",19
1141,3,"('Case', 'Surge Protector', 'Webcam')",19
1142,3,"('Case', 'Thermal Paste', 'UPS')",24
1143,3,"('Case', 'Thermal Paste', 'USB Hub')",12
1144,3,"('Case', 'Thermal Paste', 'Webcam')",15
1145,3,"('Case', 'UPS', 'USB Hub')",18
1146,3,"('Case', 'UPS', 'Webcam')",13
1147,3,"('Case', 'USB Hub', 'Webcam')",12
1148,3,"('Cooling Fan', 'External HDD', 'GPU')",20
1149,3,"('Cooling Fan', 'External HDD', 'Graphics Tablet')",19
1150,3,"('Cooling Fan', 'External HDD', 'HDD')",25
1151,3,"('Cooling Fan', 'External HDD', 'Headset')",16
1152,3,"('Cooling Fan', 'External HDD', 'Monitor')",15
1153,3,"('Cooling Fan', 'External HDD', 'Motherboard')",19
1154,3,"('Cooling Fan', 'External HDD', 'Mouse')",20
1155,3,"('Cooling Fan', 'External HDD', 'Network Card')",26
1156,3,"('Cooling Fan', 'External HDD', 'Optical Drive')",16
1157,3,"('Cooling Fan', 'External HDD', 'Power Supply')",16
1158,3,"('Cooling Fan', 'External HDD', 'RAM')",15
1159,3,"('Cooling Fan', 'External HDD', 'RGB Lighting')",23
1160,3,"('Cooling Fan', 'External HDD', 'SSD')",17
1161,3,"('Cooling Fan', 'External HDD', 'Speakers')",15
1162,3,"('Cooling Fan', 'External HDD', 'Surge Protector')",21
1163,3,"('Cooling Fan', 'External HDD', 'Thermal Paste')",18
1164,3,"('Cooling Fan', 'External HDD', 'UPS')",15
1165,3,"('Cooling Fan', 'External HDD', 'USB Hub')",17
1166,3,"('Cooling Fan', 'External HDD', 'Webcam')",15
1167,3,"('Cooling Fan', 'GPU', 'Graphics Tablet')",16
1168,3,"('Cooling Fan', 'GPU', 'HDD')",18
1169,3,"('Cooling Fan', 'GPU', 'Headset')",15
1170,3,"('Cooling Fan', 'GPU', 'Keyboard')",11
1171,3,"('Cooling Fan', 'GPU', 'Monitor')",21
1172,3,"('Cooling Fan', 'GPU', 'Motherboard')",20
1173,3,"('Cooling Fan', 'GPU', 'Mouse')",22
1174,3,"('Cooling Fan', 'GPU', 'Network Card')",21
1175,3,"('Cooling Fan', 'GPU', 'Optical Drive')",10
1176,3,"('Cooling Fan', 'GPU', 'Power Supply')",14
1177,3,"('Cooling Fan', 'GPU', 'RGB Lighting')",14
1178,3,"('Cooling Fan', 'GPU', 'SSD')",12
1179,3,"('Cooling Fan', 'GPU', 'Sound Card')",20
1180,3,"('Cooling Fan', 'GPU', 'Speakers')",14
1181,3,"('Cooling Fan', 'GPU', 'Surge Protector')",16
1182,3,"('Cooling Fan', 'GPU', 'UPS')",12
1183,3,"('Cooling Fan', 'GPU', 'USB Hub')",13
1184,3,"('Cooling Fan', 'GPU', 'Webcam')",18
1185,3,"('Cooling Fan', 'Graphics Tablet', 'HDD')",18
1186,3,"('Cooling Fan', 'Graphics Tablet', 'Headset')",15
1187,3,"('Cooling Fan', 'Graphics Tablet', 'Keyboard')",13
1188,3,"('Cooling Fan', 'Graphics Tablet', 'Monitor')",19
1189,3,"('Cooling Fan', 'Graphics Tablet', 'Motherboard')",20
1190,3,"('Cooling Fan', 'Graphics Tablet', 'Mouse')",16
1191,3,"('Cooling Fan', 'Graphics Tablet', 'Network Card')",18
1192,3,"('Cooling Fan', 'Graphics Tablet', 'Optical Drive')",20
1193,3,"('Cooling Fan', 'Graphics Tablet', 'Power Supply')",20
1194,3,"('Cooling Fan', 'Graphics Tablet', 'RAM')",13
1195,3,"('Cooling Fan', 'Graphics Tablet', 'RGB Lighting')",16
1196,3,"('Cooling Fan', 'Graphics Tablet', 'SSD')",13
1197,3,"('Cooling Fan', 'Graphics Tablet', 'Sound Card')",16
1198,3,"('Cooling Fan', 'Graphics Tablet', 'Speakers')",12
1199,3,"('Cooling Fan', 'Graphics Tablet', 'Thermal Paste')",15
1200,3,"('Cooling Fan', 'Graphics Tablet', 'UPS')",11
1201,3,"('Cooling Fan', 'Graphics Tablet', 'USB Hub')",19
1202,3,"('Cooling Fan', 'Graphics Tablet', 'Webcam')",17
1203,3,"('Cooling Fan', 'HDD', 'Headset')",23
1204,3,"('Cooling Fan', 'HDD', 'Monitor')",16
1205,3,"('Cooling Fan', 'HDD', 'Motherboard')",11
1206,3,"('Cooling Fan', 'HDD', 'Mouse')",25
1207,3,"('Cooling Fan', 'HDD', 'Network Card')",25
1208,3,"('Cooling Fan', 'HDD', 'Optical Drive')",20
1209,3,"('Cooling Fan', 'HDD', 'Power Supply')",19
1210,3,"('Cooling Fan', 'HDD', 'RAM')",21
1211,3,"('Cooling Fan', 'HDD', 'RGB Lighting')",24
1212,3,"('Cooling Fan', 'HDD', 'SSD')",19
1213,3,"('Cooling Fan', 'HDD', 'Sound Card')",21
1214,3,"('Cooling Fan', 'HDD', 'Speakers')",18
1215,3,"('Cooling Fan', 'HDD', 'Surge Protector')",23
1216,3,"('Cooling Fan', 'HDD', 'Thermal Paste')",16
1217,3,"('Cooling Fan', 'HDD', 'UPS')",17
1218,3,"('Cooling Fan', 'HDD', 'USB Hub')",20
1219,3,"('Cooling Fan', 'HDD', 'Webcam')",20
1220,3,"('Cooling Fan', 'Headset', 'Keyboard')",10
1221,3,"('Cooling Fan', 'Headset', 'Monitor')",14
1222,3,"('Cooling Fan', 'Headset', 'Motherboard')",11
1223,3,"('Cooling Fan', 'Headset', 'Mouse')",13
1224,3,"('Cooling Fan', 'Headset', 'Network Card')",20
1225,3,"('Cooling Fan', 'Headset', 'Optical Drive')",20
1226,3,"('Cooling Fan', 'Headset', 'Power Supply')",18
1227,3,"('Cooling Fan', 'Headset', 'RAM')",11
1228,3,"('Cooling Fan', 'Headset', 'RGB Lighting')",16
1229,3,"('Cooling Fan', 'Headset', 'SSD')",12
1230,3,"('Cooling Fan', 'Headset', 'Sound Card')",20
1231,3,"('Cooling Fan', 'Headset', 'Speakers')",15
1232,3,"('Cooling Fan', 'Headset', 'Surge Protector')",13
1233,3,"('Cooling Fan', 'Headset', 'Thermal Paste')",17
1234,3,"('Cooling Fan', 'Headset', 'UPS')",14
1235,3,"('Cooling Fan', 'Headset', 'USB Hub')",14
1236,3,"('Cooling Fan', 'Headset', 'Webcam')",16
1237,3,"('Cooling Fan', 'Keyboard', 'Monitor')",11
1238,3,"('Cooling Fan', 'Keyboard', 'Motherboard')",17
1239,3,"('Cooling Fan', 'Keyboard', 'Mouse')",16
1240,3,"('Cooling Fan', 'Keyboard', 'Network Card')",16
1241,3,"('Cooling Fan', 'Keyboard', 'Optical Drive')",17
1242,3,"('Cooling Fan', 'Keyboard', 'Power Supply')",13
1243,3,"('Cooling Fan', 'Keyboard', 'RAM')",15
1244,3,"('Cooling Fan', 'Keyboard', 'RGB Lighting')",12
1245,3,"('Cooling Fan', 'Keyboard', 'SSD')",17
1246,3,"('Cooling Fan', 'Keyboard', 'Sound Card')",17
1247,3,"('Cooling Fan', 'Keyboard', 'Speakers')",16
1248,3,"('Cooling Fan', 'Keyboard', 'Surge Protector')",13
1249,3,"('Cooling Fan', 'Keyboard', 'Thermal Paste')",11
1250,3,"('Cooling Fan', 'Keyboard', 'UPS')",13
1251,3,"('Cooling Fan', 'Keyboard', 'USB Hub')",11
1252,3,"('Cooling Fan', 'Keyboard', 'Webcam')",13
1253,3,"('Cooling Fan', 'Monitor', 'Motherboard')",19
1254,3,"('Cooling Fan', 'Monitor', 'Mouse')",18
1255,3,"('Cooling Fan', 'Monitor', 'Network Card')",18
1256,3,"('Cooling Fan', 'Monitor', 'Optical Drive')",19
1257,3,"('Cooling Fan', 'Monitor', 'Power Supply')",14
1258,3,"('Cooling Fan', 'Monitor', 'RGB Lighting')",18
1259,3,"('Cooling Fan', 'Monitor', 'SSD')",16
1260,3,"('Cooling Fan', 'Monitor', 'Sound Card')",18
1261,3,"('Cooling Fan', 'Monitor', 'Speakers')",16
1262,3,"('Cooling Fan', 'Monitor', 'Surge Protector')",17
1263,3,"('Cooling Fan', 'Monitor', 'Thermal Paste')",17
1264,3,"('Cooling Fan', 'Monitor', 'UPS')",12
1265,3,"('Cooling Fan', 'Monitor', 'USB Hub')",14
1266,3,"('Cooling Fan', 'Monitor', 'Webcam')",18
1267,3,"('Cooling Fan', 'Motherboard', 'Mouse')",20
1268,3,"('Cooling Fan', 'Motherboard', 'Network Card')",22
1269,3,"('Cooling Fan', 'Motherboard', 'Optical Drive')",22
1270,3,"('Cooling Fan', 'Motherboard', 'Power Supply')",16
1271,3,"('Cooling Fan', 'Motherboard', 'RAM')",13
1272,3,"('Cooling Fan', 'Motherboard', 'RGB Lighting')",18
1273,3,"('Cooling Fan', 'Motherboard', 'SSD')",15
1274,3,"('Cooling Fan', 'Motherboard', 'Sound Card')",17
1275,3,"('Cooling Fan', 'Motherboard', 'Speakers')",16
1276,3,"('Cooling Fan', 'Motherboard', 'Surge Protector')",17
1277,3,"('Cooling Fan', 'Motherboard', 'Thermal Paste')",19
1278,3,"('Cooling Fan', 'Motherboard', 'UPS')",14
1279,3,"('Cooling Fan', 'Motherboard', 'USB Hub')",17
1280,3,"('Cooling Fan', 'Motherboard', 'Webcam')",21
1281,3,"('Cooling Fan', 'Mouse', 'Network Card')",23
1282,3,"('Cooling Fan', 'Mouse', 'Optical Drive')",13
1283,3,"('Cooling Fan', 'Mouse', 'Power Supply')",19
1284,3,"('Cooling Fan', 'Mouse', 'RAM')",14
1285,3,"('Cooling Fan', 'Mouse', 'RGB Lighting')",21
1286,3,"('Cooling Fan', 'Mouse', 'SSD')",17
1287,3,"('Cooling Fan', 'Mouse', 'Sound Card')",17
1288,3,"('Cooling Fan', 'Mouse', 'Speakers')",18
1289,3,"('Cooling Fan', 'Mouse', 'Surge Protector')",21
1290,3,"('Cooling Fan', 'Mouse', 'Thermal Paste')",17
1291,3,"('Cooling Fan', 'Mouse', 'UPS')",13
1292,3,"('Cooling Fan', 'Mouse', 'USB Hub')",16
1293,3,"('Cooling Fan', 'Mouse', 'Webcam')",15
1294,3,"('Cooling Fan', 'Network Card', 'Optical Drive')",21
1295,3,"('Cooling Fan', 'Network Card', 'Power Supply')",13
1296,3,"('Cooling Fan', 'Network Card', 'RAM')",17
1297,3,"('Cooling Fan', 'Network Card', 'RGB Lighting')",19
1298,3,"('Cooling Fan', 'Network Card', 'SSD')",19
1299,3,"('Cooling Fan', 'Network Card', 'Sound Card')",22
1300,3,"('Cooling Fan', 'Network Card', 'Speakers')",22
1301,3,"('Cooling Fan', 'Network Card', 'Surge Protector')",21
1302,3,"('Cooling Fan', 'Network Card', 'Thermal Paste')",21
1303,3,"('Cooling Fan', 'Network Card', 'UPS')",14
1304,3,"('Cooling Fan', 'Network Card', 'USB Hub')",18
1305,3,"('Cooling Fan', 'Network Card', 'Webcam')",19
1306,3,"('Cooling Fan', 'Optical Drive', 'Power Supply')",13
1307,3,"('Cooling Fan', 'Optical Drive', 'RAM')",18
1308,3,"('Cooling Fan', 'Optical Drive', 'RGB Lighting')",17
1309,3,"('Cooling Fan', 'Optical Drive', 'SSD')",23
1310,3,"('Cooling Fan', 'Optical Drive', 'Sound Card')",20
1311,3,"('Cooling Fan', 'Optical Drive', 'Speakers')",19
1312,3,"('Cooling Fan', 'Optical Drive', 'Surge Protector')",19
1313,3,"('Cooling Fan', 'Optical Drive', 'Thermal Paste')",28
1314,3,"('Cooling Fan', 'Optical Drive', 'UPS')",12
1315,3,"('Cooling Fan', 'Optical Drive', 'USB Hub')",18
1316,3,"('Cooling Fan', 'Optical Drive', 'Webcam')",23
1317,3,"('Cooling Fan', 'Power Supply', 'RGB Lighting')",19
1318,3,"('Cooling Fan', 'Power Supply', 'SSD')",21
1319,3,"('Cooling Fan', 'Power Supply', 'Sound Card')",18
1320,3,"('Cooling Fan', 'Power Supply', 'Speakers')",17
1321,3,"('Cooling Fan', 'Power Supply', 'Surge Protector')",12
1322,3,"('Cooling Fan', 'Power Supply', 'Thermal Paste')",14
1323,3,"('Cooling Fan', 'Power Supply', 'UPS')",13
1324,3,"('Cooling Fan', 'Power Supply', 'USB Hub')",19
1325,3,"('Cooling Fan', 'Power Supply', 'Webcam')",13
1326,3,"('Cooling Fan', 'RAM', 'RGB Lighting')",20
1327,3,"('Cooling Fan', 'RAM', 'SSD')",15
1328,3,"('Cooling Fan', 'RAM', 'Sound Card')",10
1329,3,"('Cooling Fan', 'RAM', 'Surge Protector')",20
1330,3,"('Cooling Fan', 'RAM', 'Thermal Paste')",10
1331,3,"('Cooling Fan', 'RAM', 'UPS')",13
1332,3,"('Cooling Fan', 'RAM', 'USB Hub')",16
1333,3,"('Cooling Fan', 'RAM', 'Webcam')",14
1334,3,"('Cooling Fan', 'RGB Lighting', 'SSD')",16
1335,3,"('Cooling Fan', 'RGB Lighting', 'Sound Card')",14
1336,3,"('Cooling Fan', 'RGB Lighting', 'Speakers')",12
1337,3,"('Cooling Fan', 'RGB Lighting', 'Surge Protector')",23
1338,3,"('Cooling Fan', 'RGB Lighting', 'Thermal Paste')",19
1339,3,"('Cooling Fan', 'RGB Lighting', 'UPS')",19
1340,3,"('Cooling Fan', 'RGB Lighting', 'USB Hub')",19
1341,3,"('Cooling Fan', 'RGB Lighting', 'Webcam')",15
1342,3,"('Cooling Fan', 'SSD', 'Sound Card')",16
1343,3,"('Cooling Fan', 'SSD', 'Speakers')",16
1344,3,"('Cooling Fan', 'SSD', 'Surge Protector')",16
1345,3,"('Cooling Fan', 'SSD', 'Thermal Paste')",15
1346,3,"('Cooling Fan', 'SSD', 'UPS')",15
1347,3,"('Cooling Fan', 'SSD', 'USB Hub')",24
1348,3,"('Cooling Fan', 'SSD', 'Webcam')",17
1349,3,"('Cooling Fan', 'Sound Card', 'Speakers')",15
1350,3,"('Cooling Fan', 'Sound Card', 'Surge Protector')",13
1351,3,"('Cooling Fan', 'Sound Card', 'Thermal Paste')",25
1352,3,"('Cooling Fan', 'Sound Card', 'UPS')",13
1353,3,"('Cooling Fan', 'Sound Card', 'USB Hub')",15
1354,3,"('Cooling Fan', 'Sound Card', 'Webcam')",18
1355,3,"('Cooling Fan', 'Speakers', 'Surge Protector')",16
1356,3,"('Cooling Fan', 'Speakers', 'Thermal Paste')",15
1357,3,"('Cooling Fan', 'Speakers', 'UPS')",12
1358,3,"('Cooling Fan', 'Speakers', 'USB Hub')",18
1359,3,"('Cooling Fan', 'Speakers', 'Webcam')",14
1360,3,"('Cooling Fan', 'Surge Protector', 'Thermal Paste')",18
1361,3,"('Cooling Fan', 'Surge Protector', 'UPS')",16
1362,3,"('Cooling Fan', 'Surge Protector', 'USB Hub')",21
1363,3,"('Cooling Fan', 'Surge Protector', 'Webcam')",19
1364,3,"('Cooling Fan', 'Thermal Paste', 'UPS')",16
1365,3,"('Cooling Fan', 'Thermal Paste', 'USB Hub')",12
1366,3,"('Cooling Fan', 'Thermal Paste', 'Webcam')",15
1367,3,"('Cooling Fan', 'UPS', 'USB Hub')",12
1368,3,"('Cooling Fan', 'UPS', 'Webcam')",10
1369,3,"('Cooling Fan', 'USB Hub', 'Webcam')",21
1370,3,"('External HDD', 'GPU', 'Graphics Tablet')",16
1371,3,"('External HDD', 'GPU', 'HDD')",20
1372,3,"('External HDD', 'GPU', 'Headset')",18
1373,3,"('External HDD', 'GPU', 'Keyboard')",17
1374,3,"('External HDD', 'GPU', 'Monitor')",17
1375,3,"('External HDD', 'GPU', 'Motherboard')",17
1376,3,"('External HDD', 'GPU', 'Mouse')",19
1377,3,"('External HDD', 'GPU', 'Network Card')",20
1378,3,"('External HDD', 'GPU', 'Optical Drive')",15
1379,3,"('External HDD', 'GPU', 'Power Supply')",16
1380,3,"('External HDD', 'GPU', 'RAM')",16
1381,3,"('External HDD', 'GPU', 'RGB Lighting')",11
1382,3,"('External HDD', 'GPU', 'SSD')",18
1383,3,"('External HDD', 'GPU', 'Sound Card')",20
1384,3,"('External HDD', 'GPU', 'Speakers')",23
1385,3,"('External HDD', 'GPU', 'Surge Protector')",18
1386,3,"('External HDD', 'GPU', 'Thermal Paste')",14
1387,3,"('External HDD', 'GPU', 'UPS')",18
1388,3,"('External HDD', 'GPU', 'USB Hub')",15
1389,3,"('External HDD', 'GPU', 'Webcam')",19
1390,3,"('External HDD', 'Graphics Tablet', 'HDD')",18
1391,3,"('External HDD', 'Graphics Tablet', 'Headset')",16
1392,3,"('External HDD', 'Graphics Tablet', 'Keyboard')",12
1393,3,"('External HDD', 'Graphics Tablet', 'Monitor')",11
1394,3,"('External HDD', 'Graphics Tablet', 'Motherboard')",16
1395,3,"('External HDD', 'Graphics Tablet', 'Mouse')",10
1396,3,"('External HDD', 'Graphics Tablet', 'Network Card')",15
1397,3,"('External HDD', 'Graphics Tablet', 'Optical Drive')",15
1398,3,"('External HDD', 'Graphics Tablet', 'Power Supply')",13
1399,3,"('External HDD', 'Graphics Tablet', 'RAM')",11
1400,3,"('External HDD', 'Graphics Tablet', 'RGB Lighting')",10
1401,3,"('External HDD', 'Graphics Tablet', 'SSD')",12
1402,3,"('External HDD', 'Graphics Tablet', 'Sound Card')",11
1403,3,"('External HDD', 'Graphics Tablet', 'Speakers')",17
1404,3,"('External HDD', 'Graphics Tablet', 'Surge Protector')",15
1405,3,"('External HDD', 'Graphics Tablet', 'Thermal Paste')",15
1406,3,"('External HDD', 'Graphics Tablet', 'UPS')",11
1407,3,"('External HDD', 'Graphics Tablet', 'USB Hub')",14
1408,3,"('External HDD', 'Graphics Tablet', 'Webcam')",16
1409,3,"('External HDD', 'HDD', 'Headset')",23
1410,3,"('External HDD', 'HDD', 'Keyboard')",17
1411,3,"('External HDD', 'HDD', 'Monitor')",12
1412,3,"('External HDD', 'HDD', 'Motherboard')",16
1413,3,"('External HDD', 'HDD', 'Mouse')",15
1414,3,"('External HDD', 'HDD', 'Network Card')",21
1415,3,"('External HDD', 'HDD', 'Optical Drive')",22
1416,3,"('External HDD', 'HDD', 'Power Supply')",17
1417,3,"('External HDD', 'HDD', 'RAM')",20
1418,3,"('External HDD', 'HDD', 'RGB Lighting')",18
1419,3,"('External HDD', 'HDD', 'SSD')",17
1420,3,"('External HDD', 'HDD', 'Sound Card')",12
1421,3,"('External HDD', 'HDD', 'Speakers')",21
1422,3,"('External HDD', 'HDD', 'Surge Protector')",21
1423,3,"('External HDD', 'HDD', 'Thermal Paste')",19
1424,3,"('External HDD', 'HDD', 'UPS')",28
1425,3,"('External HDD', 'HDD', 'USB Hub')",20
1426,3,"('External HDD', 'HDD', 'Webcam')",17
1427,3,"('External HDD', 'Headset', 'Keyboard')",20
1428,3,"('External HDD', 'Headset', 'Monitor')",11
1429,3,"('External HDD', 'Headset', 'Motherboard')",18
1430,3,"('External HDD', 'Headset', 'Mouse')",18
1431,3,"('External HDD', 'Headset', 'Network Card')",15
1432,3,"('External HDD', 'Headset', 'Optical Drive')",23
1433,3,"('External HDD', 'Headset', 'Power Supply')",20
1434,3,"('External HDD', 'Headset', 'RAM')",13
1435,3,"('External HDD', 'Headset', 'RGB Lighting')",19
1436,3,"('External HDD', 'Headset', 'SSD')",20
1437,3,"('External HDD', 'Headset', 'Sound Card')",18
1438,3,"('External HDD', 'Headset', 'Speakers')",20
1439,3,"('External HDD', 'Headset', 'Surge Protector')",17
1440,3,"('External HDD', 'Headset', 'Thermal Paste')",21
1441,3,"('External HDD', 'Headset', 'UPS')",22
1442,3,"('External HDD', 'Headset', 'USB Hub')",17
1443,3,"('External HDD', 'Headset', 'Webcam')",11
1444,3,"('External HDD', 'Keyboard', 'Monitor')",11
1445,3,"('External HDD', 'Keyboard', 'Motherboard')",17
1446,3,"('External HDD', 'Keyboard', 'Mouse')",15
1447,3,"('External HDD', 'Keyboard', 'Network Card')",18
1448,3,"('External HDD', 'Keyboard', 'Optical Drive')",22
1449,3,"('External HDD', 'Keyboard', 'Power Supply')",13
1450,3,"('External HDD', 'Keyboard', 'RAM')",18
1451,3,"('External HDD', 'Keyboard', 'RGB Lighting')",16
1452,3,"('External HDD', 'Keyboard', 'SSD')",19
1453,3,"('External HDD', 'Keyboard', 'Sound Card')",13
1454,3,"('External HDD', 'Keyboard', 'Speakers')",23
1455,3,"('External HDD', 'Keyboard', 'Surge Protector')",14
1456,3,"('External HDD', 'Keyboard', 'Thermal Paste')",18
1457,3,"('External HDD', 'Keyboard', 'UPS')",18
1458,3,"('External HDD', 'Keyboard', 'USB Hub')",17
1459,3,"('External HDD', 'Keyboard', 'Webcam')",13
1460,3,"('External HDD', 'Monitor', 'Motherboard')",16
1461,3,"('External HDD', 'Monitor', 'Mouse')",14
1462,3,"('External HDD', 'Monitor', 'Network Card')",13
1463,3,"('External HDD', 'Monitor', 'Optical Drive')",14
1464,3,"('External HDD', 'Monitor', 'Power Supply')",14
1465,3,"('External HDD', 'Monitor', 'RAM')",13
1466,3,"('External HDD', 'Monitor', 'RGB Lighting')",13
1467,3,"('External HDD', 'Monitor', 'SSD')",17
1468,3,"('External HDD', 'Monitor', 'Sound Card')",13
1469,3,"('External HDD', 'Monitor', 'Surge Protector')",13
1470,3,"('External HDD', 'Monitor', 'Thermal Paste')",18
1471,3,"('External HDD', 'Monitor', 'UPS')",16
1472,3,"('External HDD', 'Monitor', 'USB Hub')",15
1473,3,"('External HDD', 'Monitor', 'Webcam')",10
1474,3,"('External HDD', 'Motherboard', 'Mouse')",21
1475,3,"('External HDD', 'Motherboard', 'Network Card')",18
1476,3,"('External HDD', 'Motherboard', 'Optical Drive')",21
1477,3,"('External HDD', 'Motherboard', 'Power Supply')",19
1478,3,"('External HDD', 'Motherboard', 'RAM')",16
1479,3,"('External HDD', 'Motherboard', 'RGB Lighting')",13
1480,3,"('External HDD', 'Motherboard', 'SSD')",24
1481,3,"('External HDD', 'Motherboard', 'Sound Card')",16
1482,3,"('External HDD', 'Motherboard', 'Speakers')",19
1483,3,"('External HDD', 'Motherboard', 'Surge Protector')",20
1484,3,"('External HDD', 'Motherboard', 'Thermal Paste')",20
